English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
table,שולחן,2,"band22,band33july18",The figures are shown in a table.
take,לקחת,5,band22,"Take an umbrella, it might rain."
take advantage of sth/sbd,לנצל משהו/מישהו,7,band33july18,I took advantage of my free time to catch up on work. You shouldn't take advantage of someone's weakness.
take back sth / take sth back,להחזיר משהו / לחזור בו,7,band33july18,
take care of,לדאוג ל / לטפל ב,5,band22,I take care of my dog.
take for granted,לקחת כמובן מאליו,7,band33july18,
take into account,לקחת בחשבון,6,band22,We must take into account all the facts.
take off,להמריא / להוריד,7,band33july18,The plane took off (fly). I took off my hat (remove).
take on sb/take sb on / take on sth / take sth on,לקבל מישהו / לקחת על עצמו משהו,7,band33july18,We took on too much work. We took too much work on ourselves.
take over sth/take sth over,להשתלט על משהו,7,band33july18,
take part in,לקחת חלק / להשתתף,7,band22,I will take part in the race.
take place,להתרחש / להתקיים,7,band22,The wedding will take place in June.
take turns,לחלופין,7,band33july18,
take up sth/take sth up,לתפוס מקום / להתחיל עם,7,band33july18,It takes up too much time. She took up dancing.
talk,לדבר,5,"band22,band33july18",Stop talking and listen.
tall,גבוה,5,band22,He's very tall.
target,מטרה,7,band33july18,
task,משימה,6,band33july18,
taste,טעם / לטעום,6,"band22,band33july18",This soup has a strange taste.
taxi,מונית,5,band22,"We use ""taxi"" in English."
tea,תה,5,band22,Would you like some tea?
teacher,מורה,2,band22,My teacher is very nice.
teaching(s),הוראות / תורות,9,band33july18,The teachings of Socrates.
team,קבוצה / צוות,6,band22,Our team won the game.
tear,לקרוע / דמעה,6,band33july18,To tear a piece of paper.
technical,טכני,8,band33july18,
technique,טכניקה,8,band33july18,
technological,טכנולוגי,9,band33july18,adj
technology,טכנולוגיה,7,"band22,band33july18",Technology changes quickly.
teen,נער / מתבגר,6,band22,The mall is full of teens.
teenager,נער / מתבגר,6,band22,My brother is a teenager.
tell,לספר,5,band22,Tell me a story.
temperature,טמפרטורה,9,band33july18,
temporarily,באופן זמני,9,band33july18,adv
temporary,זמני,8,band33july18,adv
ten,עשר,2,band22,"We use ""ten"" in English."
tend to,נוטה ל / נוהג ל,8,band22,Children tend to ask many questions.
tendency,נטייה,8,band33july18,
term,"מונח / תקופה / שליש (בי""ס)",8,"band22,band33july18",What does this term mean?
terms,תנאים / מונחים,7,band33july18,The terms of the agreement.
terrible,נורא / איום,6,band22,What terrible news!
territory,שטח / טריטוריה,8,band33july18,
test,מבחן,5,band22,We have a test tomorrow.
text,טקסט / מלל / לשלוח הודעה,6,band22,Read the text on page 12.
thank you,תודה,5,band22,"We use ""thank you"" in English."
that,ההוא,5,band22,That book is mine.
that sort of thing,דברים כאלה,7,band33july18,
that's it,זהו,7,band33july18,
the first stage of the game,השלב הראשון של המשחק,8,band22,We won the first stage of the game.
the following,הבא / הבאים,6,band22,"We use ""the following"" in English."
the idea of,הרעיון של,7,band33july18,
the main thing,הדבר העיקרי,7,band33july18,
the other day/week,לפני כמה ימים/שבועות,7,band33july18,
the other way round/around,להפך,7,band33july18,
the rest,השאר / היתר,7,band22,I'll do the rest tomorrow.
the State of Israel,מדינת ישראל,6,band22,The State of Israel was established in 1948.
the state of play,מצב המשחק,8,band22,What's the state of play?
the subject of the article,נושא המאמר,8,band22,The subject of the article is climate change.
the thing is...,העניין הוא ש...,7,band33july18,
the whole,כולו / השלם,7,band22,I ate the whole pizza.
theater,תיאטרון,8,band33july18,
theirs,שלהם,5,band22,The yellow car is theirs.
theme,נושא / תימה,7,band33july18,
theory,תאוריה,7,band33july18,
there,שם,5,band22,Put it there.
thereby,ובכך,9,band33july18,
therefore,לכן / לפיכך,8,band22,"I was sick, therefore I stayed home."
these days,בימים אלה,7,band33july18,
thick,עבה / סמיך,7,band22,The walls are thick.
thin,דק / רזה,6,band22,She's very thin.
thing,דבר,5,band22,What's that thing?
things like that,דברים כאלה,7,band33july18,
think,לחשוב,5,band22,What do you think about this?
think over sth or think sth over,לשקול משהו,7,band33july18,
this,הזה,5,band22,This is my house.
thought,מחשבה / חשיבה,7,band22,I had an interesting thought.
thousand,אלף,5,band22,There were a thousand people there.
threat,איום,7,band33july18,v
threaten,לאיים,8,band33july18,v
three,שלוש,2,band22,"We use ""three"" in English."
through,דרך / מבעד,7,band22,We walked through the park.
throw,לזרוק,6,band22,Throw the ball to me.
throw away,לזרוק (לפח),7,band22,Don't throw away good food.
throw out,לזרוק / לסלק,7,band22,Let's throw out the garbage.
throw up,להקיא,7,band33july18,If you eat too much chocolate you might throw up.
thus,לפיכך,6,band33july18,
ticket,כרטיס,5,band22,I bought tickets for the concert.
tidy,מסודר / לסדר,7,band22,Keep your room tidy.
tie,לקשור / עניבה,6,band33july18,
till,עד ש...,6,scrap,Wait here till I come back.
time,זמן,2,band22,What time is it?
tiny,זעיר,6,band33july18,
tip,טיפ / קצה,6,band33july18,Give a good tip. The tip of an iceberg. Give the waiter a tip.
tired,עייף,5,"band22,band33july18",I'm very tired.
title,כותרת / תואר,7,band22,What's the title of the book?
to,ל (מילת יחס),5,band22,"We use ""to"" in English."
to act in a play,לשחק בהצגה,6,band22,She loves to act in a play.
to blame,אשם,7,band33july18,
to date,עד כה,7,band33july18,
to do with,קשור ל,6,band22,This has nothing to do with you.
to some extent/to a certain extent,במידה מסוימת,7,band33july18,
today,היום,2,band22,What are you doing today?
together,ביחד,5,band22,Let's work together.
tone,טון / גוון,6,band33july18,A tone of voice. A telephone ring-tone.
too much,יותר מידי,5,scrap,Don't eat too much candy.
tool,כלי / אמצעי,7,band22,This is a useful tool.
tooth,שן,6,band33july18,
top,פסגה / חלק עליון / ראש,6,band22,Put it on the top shelf.
topic,נושא / נושא לדיון,7,band22,The topic of today's lesson is animals.
total,"סה""כ / מ total / כולל",7,band22,What's the total amount?
totally,לחלוטין,8,band33july18,
touch,מגע / לגעת / ליצור קשר,7,"band22,band33july18",He was touched by her kind words. A touch screen.
tough,קשה / קשוח,7,band33july18,
tour,סיור / טיול / להסתובב,7,band22,We went on a tour of the museum.
toward,לכיוון / לעבר,7,band22,He walked toward the door.
towards,לכיוון / לעבר,7,band22,She ran towards her mother.
town,עיירה,5,band22,"Our town has 5,000 people."
toy,צעצוע,5,band22,Clean up your toys.
track,מסלול / רצועה,7,band33july18,We walked along the track. Please play the first track on the disk.
tradition,מסורת,7,"band22,band33july18",It's a family tradition.
traditional,מסורתי,9,band33july18,adj
traditionally,באופן מסורתי,9,band33july18,adj
traffic,תנועה / תעבורה,6,band22,The traffic is terrible today.
train,רכבת / לאמן,5,band22,The train leaves at 8 AM.
transfer,להעביר,8,band33july18,
transform,לשנות / להפוך,8,band33july18,
translate,לתרגם,7,band22,Can you translate this to Hebrew?
translation,תרגום,7,band22,Read the English translation.
transmit,לשדר,8,band33july18,
transport,תחבורה / להעביר,8,"band22,band33july18",Public transport is cheap here.
transportation,תחבורה,9,band33july18,n
trash,זבל / אשפה,6,band22,Take out the trash.
travel,לנסוע / נסיעה / טיול,6,"band22,band33july18",I love to travel to new places.
treasure,אוצר,7,band22,The pirates found the treasure.
treat,להתייחס / לטפל / פינוק,8,band22,Treat others with kindness.
tree,עץ,2,band22,The tree is 100 years old.
trek,טרק / מסע,6,band33july18,
trend,מגמה,7,band33july18,
trial,משפט / ניסיון,7,band33july18,
trick,תרגיל / טריק / להונות,7,band22,That was a clever trick.
trip,טיול,5,band22,We're planning a trip to Europe.
troops,חיילים / כוחות,7,band33july18,
trouble,צרה / בעיה / להפריע,7,band22,Are you in trouble?
truly,באמת,7,band33july18,
trust,אמון / לבטוח,8,"band22,band33july18",I trust you to keep my secret.
truth,אמת,7,band33july18,
tune,מנגינה / לכוון,8,band22,I know that tune.
turn (sth) back,לחזור אחורה,7,band33july18,
turn down sb/sth / turn sb/sth down,לדחות מישהו/משהו,7,band33july18,She proposed marriage and he turned her down.
turn down sth / turn sth down,לדחות משהו / להוריד עוצמה,7,band33july18,Please turn down the volume. Please turn it down.
turn off sth / turn sth off,לכבות משהו,7,band33july18,
turn on sth / turn sth on,להדליק משהו,7,band33july18,
turn out,להתברר / להתגלות,7,band33july18,Everything turned out well. We were turned out of our house.
turn sb/sth into sb/sth,להפוך מישהו/משהו למישהו/משהו,7,band33july18,The frog turned into a prince. The witch turned the prince into a frog.
turn to,לפנות ל,7,band33july18,She had nobody to turn to for help.
turn up,להופיע,7,band33july18,He turned up unexpectedly.
turn up sth / turn sth up / turn up (somewhere),להגביר עוצמה / להופיע,7,band33july18,Please turn up the volume. Please turn it up.
twice,פעמיים,7,band33july18,
two,שתיים,2,band22,"We use ""two"" in English."
type,סוג / להקליד,7,band22,What type of music do you like?
typical,טיפוסי,8,band33july18,adv
typically,בדרך כלל,8,band33july18,adv
ugly,מכוער / גרוע,6,band22,What an ugly building!
unable,לא מסוגל,7,band33july18,
under,מתחת,2,band22,The cat is under the table.
under control,בשליטה,6,band22,The situation is under control.
understand,להבין,5,band22,Do you understand the lesson?
unemployed,מובטל,9,band33july18,n
unemployment,אבטלה,9,band33july18,n
unfortunately,למרבה הצער,9,band33july18,
union,איגוד,7,band33july18,
unique,ייחודי,7,band33july18,
unit,יחידה / מדידה,8,band22,A meter is a unit of length.
unite,לאחד,7,band33july18,adj
united,מאוחד,7,band33july18,adj
universal,אוניברסלי,8,band33july18,adj
universe,יקום,8,band33july18,adj
university,אוניברסיטה,9,band33july18,
unless,אלא אם כן / אם לא,8,band22,I'll go unless it rains.
unlikely,לא סביר,8,band33july18,
up and down,מעלה ומטה,7,band33july18,The children were running up and down the hall.
up to,עד / עד ל,7,band22,It's up to you to decide.
up to date,עדכני,7,band33july18,
up to date / out of date,עדכני / לא עדכני,7,band33july18,
upper,עליון,7,band33july18,
urban,עירוני,7,band33july18,
use,להשתמש,5,"band22,band33july18",Use a pencil to write.
used to,נהג / היה רגיל,7,band22,I used to live in Tel Aviv.
useful,שימושי / מועיל,7,band22,That's a useful tool.
user,משתמש,6,band33july18,n
usual,רגיל / כרגיל,7,band22,Let's meet at the usual time.
vacation,חופשה,6,band22,We're going on vacation.
valid,תקף,7,band33july18,
valuable,יקר ערך,8,band33july18,adj
value,ערך,7,band33july18,adj
variation,וריאציה,8,band33july18,n
varied,מגוון,7,band33july18,adj
variety,מגוון,8,band33july18,n
various,שונים,8,band33july18,adj
vary,להשתנות,6,band33july18,adj
vegetable,ירק,5,band22,Eat your vegetables.
vehicle,רכב,8,band33july18,
version,גרסה,8,band33july18,
vertical,אנכי,8,band33july18,
very,מאוד,5,band22,"We use ""very"" in English."
very much,מאוד,4,scrap,I like this game very much.
via,דרך / באמצעות,6,band33july18,
victim,קורבן,7,band33july18,
victory,ניצחון,8,band33july18,
video,וידאו,7,band33july18,
view,נוף / מבט / דעה / לצפות,8,band22,The view from here is beautiful.
village,כפר,6,band22,My grandmother lives in a small village.
violence,אלימות,8,band33july18,n
violent,אלים,8,band33july18,n
virtual,וירטואלי,8,band33july18,adv
virtually,למעשה / כמעט,8,band33july18,adv
virtue,מידה / סגולה,7,band33july18,
